,headlines,text,source,link
9892,"I-T dept finds Google, FB underreporting Indian revenues: Report","The Income Tax department has reportedly decided to scrutinise global firms including technology giants like Google and Facebook over allegations of underreporting Indian revenues. ""Revenues reported in India are not reflective of the actual advertisement revenues earned from users in India,"" the report quoted an I-T official. The firms are reportedly doing so to avoid paying a withholding tax.",Inc42,https://inc42.com/buzz/income-tax-dept-says-facebook-google-underreporting-indian-revenues/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9896,FDI norms forcing Flipkart to scale down wholesale biz: Report,"Flipkart is being forced to scale down its B2B wholesale business due to compliance with the revised FDI norms, which came into effect from February 1, as per a report. Flipkart has started curtailing or altogether stopped buying products directly from companies, the report said. It is also reportedly asking preferred sellers to buy merchandise directly from manufacturers.",Entrackr,https://entrackr.com/2019/07/flipkart-may-scale-down-wholesale-operations/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9897,Treebo fires 15% workforce after failing to raise funds: Report,"Bengaluru-based budget hotel chain Treebo Hotels has reportedly fired over 120 employees, representing about 15% of its around 900-employee workforce, Entrackr reported citing over half a dozen sources including employees. ""The firm has been trying to raise funds from quite some time,"" Entrackr's sources said, adding, ""It looks like the fundraising plan is far from materialising.""",Entrackr,https://entrackr.com/2019/07/exclusive-treebo-lays-off-120-employees/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9898,Used to such threats: Govt on Al-Qaeda's video on Kashmir,"External Affairs Ministry Spokesperson Raveesh Kumar on Thursday reacted to Al-Qaeda's video saying, ""We are used to such threats...this should [not] be taken seriously."" Our security forces are well equipped and capable of maintaining our territorial integrity, he added. On Wednesday, the Al-Qaeda in a video message called for militants in Kashmir to inflict unrelenting blows on the Indian Army.",India.com,https://www.india.com/news/india/aisi-dhamkiyaan-hum-sunte-rehte-hain-india-downplays-al-qaedas-warning-to-indian-army-in-kashmir-3714660/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9899,"6 people killed, 100 injured in 20-minute storm in Greece","At least six people were killed and 100 others were injured in a storm that hit northern Greece on Wednesday, officials said. The storm had lasted only for about 20 minutes, as per reports. Hail storms and strong winds of over 100 kmph damaged buildings, overturned cars and uprooted trees in Halkidiki, near the city of Thessaloniki.",The Guardian,https://www.theguardian.com/world/2019/jul/11/six-tourists-killed-fierce-storms-northern-greece-halkidiki?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9900,"11 killed, 60 injured in Pakistan train collision",At least 11 people were killed and over 60 others were injured after a passenger train crashed into a freight train in Pakistan's Punjab province on Thursday. Five carriages were destroyed and workers cut through the metal of the carriages to rescue the trapped passengers. Pakistan PM Imran Khan blamed decades of neglect of railway infrastructure for the crash.,Reuters,https://www.reuters.com/article/us-pakistan-train-idUSKCN1U60UY?utm_campaign=fullarticle&utm_medium=referral&utm_content=5d271a578e73cc00016463c2&utm_source=inshorts
9901,Govt to check IndiGo shareholder pact for violation: Reports,"The Centre will reportedly scrutinise the disputed shareholders' agreement between IndiGo Co-Founders Rakesh Gangwal and Rahul Bhatia. Reports said any Companies Act violation could cause the annulment of special rights held by Bhatia's IGE Group to appoint IndiGo's three board directors, MD and CEO. Gangwal had accused Bhatia of entering into ""questionable"" related party transactions with IndiGo.",Livemint,https://www.livemint.com/companies/news/indigo-shareholder-pact-to-be-checked-by-govt-for-violations-1562784033850.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9903,"RBI cancelled licences of 1,701 NBFCs in 2018-19","The RBI cancelled licences of 1,701 non-banking financial companies (NBFCs) in 2018-19 for not meeting minimum capital requirements, according to data compiled by Livemint. Nearly 779 licences were cancelled in October and November 2018, soon after IL&FS defaulted on debt repayments, sparking a crisis in the sector. RBI had cancelled 26 NBFC licences in 2017-18.",Livemint,https://www.livemint.com/industry/banking/1-701-nbfc-licences-cancelled-in-fy19-as-rbi-cracks-the-whip-1562786399092.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9904,Swara tweets to Mumbai Police about man who said she's a 'call girl',"Actress Swara Bhasker tweeted to Mumbai Police and complained about a man who called her a ""call girl"". ""In his own words 'mad, proud and fortunate nationalist & Hindu' bringing shame upon his (and my) religion and nation!"" she wrote while quoting his Twitter bio. Replying to her tweet, Mumbai Police wrote, ""We will look into this on priority.""",Hindustan Times,https://www.hindustantimes.com/bollywood/swara-bhaskar-complains-about-online-harassment-to-mumbai-police-gets-a-reply-within-minutes/story-CNi629rqfQYa3lJGkg8uNI.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9905,"Shraddha Kapoor, rumoured boyfriend Rohan to marry in 2020: Reports","Actress Shraddha Kapoor and her rumoured boyfriend, photographer Rohan Shrestha will get married in 2020, as per reports. They have been dating for a couple of years, reports added. Shraddha's mother, Shivangi Kapoor, is already busy with wedding preparations, reports further said. Her father Shakti Kapoor has however denied the rumours about their marriage.",Pinkvilla,https://www.pinkvilla.com/entertainment/photos/saaho-star-shraddha-kapoors-rumoured-bf-photographer-rohan-shrestha-heres-all-you-need-know-about-him-461171
9906,"Aus' Carey gets hit on face, continues to bat with bleeding chin",Wicketkeeper-batsman Alex Carey was hit on the face by a 139-kmph delivery bowled by England pacer Jofra Archer in eighth over of Australia's innings in 2019 World Cup semi-final on Thursday. Carey's helmet was detached after he copped the ball on the chin. He continued to play with bleeding chin before his jaw area was covered up with a bandage.,Cricket World Cup,https://www.crictracker.com/world-cup-2019-alex-carey-cops-a-blow-on-his-chin-from-jofra-archers-bouncer/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9907,SC rejects K'taka Speaker's plea for more time on MLAs' resignations,"The Supreme Court on Thursday rejected Karnataka Assembly Speaker KR Ramesh Kumar's plea seeking more time to decide on rebel MLAs' resignations. The SC said it had already passed the order in the morning asking the Speaker to decide on the resignations during the course of the day. Sixteen MLAs, including Housing Minister MTB Nagaraj, have resigned.",The Quint,https://www.thequint.com/news/india/karnataka-political-crisis-mla-resignations-bjp-congress-jds-live-updates?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9909,Virgin Orbit successfully performs its 1st rocket drop test,"Billionaire Richard Branson's spaceflight firm Virgin Galactic's sister firm Virgin Orbit has successfully performed its first rocket drop test with a 70-foot dummy LauncherOne rocket. The test was performed using its Boeing 747-based launch aircraft, nicknamed ""Cosmic Girl"", from an altitude of 35,000 feet. CEO Dan Hart estimated the cost of a launch using LauncherOne to be about $10-15 million.",Engadget,https://www.engadget.com/2019/07/10/virgin-orbit-first-rocket-drop-test-success/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9910,Volkswagen ends production of its iconic Beetle car after 8 decades,"Volkswagen's Beetle production officially came to an end after over eight decades as the last Beetles produced rolled off the assembly line in Puebla, Mexico on Wednesday. A special ceremony at factory marked the end of production. The last Beetles will be sold on Amazon in a move symbolising Volkswagen's embrace of the future, Volkswagen Mexico CEO Steffen Reiche said.",TechCrunch,https://techcrunch.com/2019/07/09/volkswagen-beetle-production-ends/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9911,Local authorities can bar malls from collecting parking fee: Guj HC,"Gujarat High Court on Wednesday said local authorities can prohibit owners of malls and multiplexes from collecting parking fee, under the provisions of the Comprehensive General Development Control Regulation, 2017. This comes after a firm challenged the order of single-judge bench, barring commercial complexes from collecting fee for parking vehicles for the first hour.",The New Indian Express,http://www.newindianexpress.com/nation/2019/jul/11/local-authorities-can-prohibit-malls-multiplexes-from-collecting-parking-fees-gujarat-high-court-2002144.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9914,Pak hasn't acknowledged presence of PoWs in its custody: India,"Pakistan has not acknowledged the presence of any missing Indian defence personnel or Prisoners of War (PoWs) in its custody so far, despite consistent efforts from India to ensure their release, the government said on Wednesday. However, the government added that as per available information, around 83 missing Indian defence personnel including PoWs, are believed to be in Pakistan's custody.",ANI,https://www.aninews.in/news/world/asia/pak-hasnt-acknowledged-presence-of-indian-pows-defence-personnel-in-its-custody20190711063156/?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
9916,US man missing for months found to be eaten by his 18 pet dogs,"A 57-year-old man, who was reported missing in US' Texas in May, was completely eaten by his 18 pet dogs at his trailer home, police said. DNA testing determined that pieces of bone and clothes recovered from the dogs' faeces were of their owner. It's unclear whether the dogs killed their owner or just consumed his body after he died.",Hindustan Times,https://www.hindustantimes.com/world-news/he-loved-his-animals-missing-texas-man-eaten-by-his-own-18-dogs/story-1ruUEOiatbHu1yNTMcC1zH.html?utm_campaign=fullarticle&utm_medium=referral&utm_source=inshorts
